-1.0206,-1.0206,1.1597,0.86999,-0.076742,1.3548,-0.92593,-0.34068
-0.51092,-0.8332,0.14935,1.8393,1.0376,-0.62097,-1.0847,0.023581
-0.4546,0.44959,1.5169,1.0362,0.3752,-0.58908,-1.2157,-1.1184
-1.2162,-0.51239,1.6419,0.49762,0.062454,1.008,-1.055,-0.42643
-0.9333,0.78346,0.8478,1.2982,0.42454,-0.002116,-1.1534,-1.2651
-0.96481,-0.30358,0.47732,1.7566,0.15367,0.1933,0.27685,-1.5893
-0.88204,-0.029078,0.77454,1.8531,-0.20531,-0.36392,0.24937,-1.3966
-0.8698,-1.1904,0.61994,0.46908,0.95937,1.4874,-0.71894,-0.75665
-0.91171,0.37616,1.4473,1.46,-0.8352,-0.070131,-0.62481,-0.84158
-0.80816,-0.80816,1.2041,1.6967,0.21048,0.12142,-0.80816,-0.80816
-0.38629,-0.38629,2.4663,-0.38629,-0.14857,-0.38629,-0.38629,-0.38629
-0.84394,-0.86063,0.1293,1.8088,1.1804,-0.68822,-0.61592,-0.10984
-0.62428,-0.83967,0.54396,1.3033,1.3982,0.073015,-0.58777,-1.2668
-0.38283,-0.37371,0.82034,1.3217,1.3262,-0.74286,-0.83401,-1.1348
-1.3922,-1.3922,1.3127,0.92884,0.40557,-0.37687,0.47939,0.034857
0.60392,-1.0747,0.22442,1.2024,0.50175,-0.24266,0.60392,-1.8191
-0.66889,-1.4587,0.25253,1.5402,0.9622,-0.056516,0.38417,-0.95505
-0.51745,-1.3066,0.37089,1.4171,1.1104,-0.65724,0.54225,-0.95937
0.14792,-0.52147,0.31527,1.0444,1.4987,-1.5375,0.0044829,-0.9518
0.067054,0.067054,-0.25806,1.6438,0.96111,-1.4285,0.067054,-1.1196
-0.7435,-0.71093,0.33647,1.297,1.6715,-0.67837,-0.90631,-0.26592
-0.29113,-0.37676,0.085628,1.3786,1.5413,-1.233,-0.97616,-0.12844
0.25619,0.84629,1.1677,1.0623,0.000659,-1.2217,-1.0083,-1.1031
0.51574,0.0054671,-0.35172,-0.082007,0.93124,-0.25696,1.2593,-2.021
0.30722,-1.118,-1.3385,-0.036974,1.6894,0.76435,-0.57478,0.30722
-0.039543,-1.3126,-1.1352,-0.34817,1.7814,0.80918,0.18421,0.060761
0.049563,-1.0786,-1.2721,-0.30918,1.5742,1.2391,-0.30918,0.10621
-0.094915,-0.95328,-1.6631,0.94502,1.3247,0.25999,-0.44981,0.63139
-0.3956,-1.4659,-0.24797,0.34255,0.98843,0.88693,1.1176,-1.226
1.2562,-2.024,-0.33477,0.28563,1.0473,0.027642,-0.1075,-0.15049
0.17184,-1.8427,-0.72174,0.6107,1.4408,0.28817,0.53668,-0.4838
-0.49009,-1.5361,-0.5638,0.74544,1.5106,-0.16015,0.98764,-0.4936
0.27687,-0.7967,-1.8703,0.69499,1.2713,0.33337,0.58198,-0.49158
1.4017,-1.8513,-0.22484,-0.37792,0.86587,-0.35878,0.71279,-0.16743
1.0475,-1.8674,0.22072,-0.11562,-0.26977,1.2858,0.38889,-0.69018
0.34486,-1.6395,-0.43733,0.62228,1.7975,-0.27935,0.12908,-0.53751
-0.067559,-1.3374,-0.90713,0.59885,1.2653,-0.70773,1.3702,-0.21449
-0.3752,-0.79921,-1.0168,0.31662,1.9848,-0.03487,0.71831,-0.79363
-0.5343,-1.4218,-0.44517,0.23442,0.98457,1.4413,0.69491,-0.95393
-0.48062,-0.48062,-0.48062,-0.48062,0.58856,-0.48062,2.2951,-0.48062
0.69351,-1.4578,-0.45934,0.82732,1.342,0.32295,-0.0064331,-1.2622
0.66215,-0.47265,-0.43367,0.88737,0.72711,0.27233,0.48456,-2.1272
0.59139,-1.9713,-0.056323,-0.19713,1.3658,0,0.77444,-0.50691
-0.5126,-1.2363,-0.74303,-0.012151,2.0725,0.4811,0.22907,-0.27858
-0.89799,-0.89799,-0.97914,0.13783,1.5603,1.3025,0.24285,-0.46839
0.73415,-1.6659,-0.74076,0.51212,1.5218,-0.63503,-0.10639,0.37996
-1.3677,-1.3677,-0.81456,0.63514,0.57076,0.7329,0.92961,0.68163
0.57792,-1.1004,-0.38225,0.73122,1.9012,-0.60011,-0.27736,-0.85023
-0.7023,-0.98476,-0.48162,1.0101,1.8355,0.41873,-0.28301,-0.81263
-0.4962,-0.4962,0.75007,-0.4962,2.2271,-0.4962,-0.4962,-0.4962
-0.35355,-0.35355,-0.35355,-0.35355,2.4749,-0.35355,-0.35355,-0.35355
-0.20344,-0.20344,-1.1227,-0.20344,2.3433,-0.20344,-0.20344,-0.20344
0.65658,-0.86868,-0.44449,0.81904,1.7125,-1.0943,-0.89575,0.11507
-0.33741,-0.33741,-0.44855,-0.33741,2.473,-0.33741,-0.33741,-0.33741
-0.1066,-0.42333,-0.32588,0.63246,2.0131,-1.0324,-1.0487,0.29136
-0.020734,-0.62536,-0.9678,0.25215,2.264,-0.64141,0.006019,-0.26686
-0.4638,-0.4638,-0.2998,0.21268,2.4061,-0.4638,-0.4638,-0.4638
-0.71807,-1.139,-0.73458,1.1803,1.5187,0.024761,-0.75109,0.61903
0.25592,-0.54278,-1.3302,-0.47528,0.075933,-0.54278,2.0108,0.5484
-0.50877,-0.17358,-1.8016,-0.50877,0.42497,0.45689,0.51276,1.5981
-0.19994,-0.65696,-0.65696,-1.0886,-0.17455,-0.25072,1.1711,1.8566
0.091584,0.18927,-0.73878,-0.079373,-0.36023,-1.6913,1.1173,1.4715
0.51632,-0.3426,-1.5393,0.20749,0.16889,-1.0085,0.23644,1.7613
0.7443,0.58441,-0.98894,-0.4517,-1.5518,-0.10633,0.20067,1.5694
0.57255,-0.53221,-0.78667,-0.30877,0.60979,-1.5066,0.22499,1.727
0.14828,-0.18387,-1.4081,-0.65836,0.39502,-0.18387,-0.18387,2.0747
-0.51954,0.9749,-0.8494,-0.71459,-0.9584,0.082825,0.082825,1.9014
1.0526,-0.51655,-0.0014971,-0.24106,0.35784,-1.4508,-0.82797,1.6275
0.79487,-0.99982,-1.5316,-0.66747,0.79487,-0.31296,0.97213,0.94997
-0.52832,-0.50389,-0.50389,-0.50389,0.88867,-0.50389,-0.50389,2.1591
-0.73973,0.47953,-0.23419,-1.1561,0.078063,-0.59104,0.048324,2.1151
1.6638,-1.5834,-0.31347,-0.29739,0.040188,-0.71535,0.98863,0.21702
0.77189,-0.98586,-0.4889,-1.2343,-0.4797,1.729,0.67066,0.017255
1.5802,-1.0614,-1.3988,-0.33577,0.82272,0.47899,-0.48854,0.40261
0.64612,0.030052,-2.284,-0.45078,0.7513,0.38316,0.35311,0.57099
0.24113,-0.87073,-0.62961,1.3664,0.36169,-0.26792,-1.4602,1.2592
0.39189,0.44246,-1.7969,-0.20768,1.5477,0.26186,-0.91561,0.27631
-0.8106,-0.2325,-0.96769,-0.025135,0.42729,1.7531,-1.0934,0.94884
0.084555,-0.64826,-1.5126,-0.29125,1.5063,0.51673,-0.72342,1.0679
0.038589,-0.87382,-1.5667,0.29242,1.1431,0.42276,-0.74348,1.2871
0.28168,0.28168,-2.4412,0.28168,0.75115,0.28168,0.28168,0.28168
-0.082358,-1.2024,-1.448,-0.14825,1.2713,0.76818,-0.23809,1.0796
0.43061,-1.3469,-1.2284,0.76918,1.0654,0.37136,-0.93211,0.87075
-0.43,0.30714,-2.1577,0.17661,1.3514,0.30714,0.30714,0.13821
0.74246,-0.70656,-1.3788,-0.63476,1.5061,0.25292,-0.6935,0.91216
0.77536,-1.6432,-1.2069,-0.52402,0.45289,0.73742,0.36753,1.0409
0.65075,0.035632,-1.2471,0.15566,1.3184,0.68826,-1.6672,0.065638
1.9489,-0.48928,-0.89042,-0.36393,-0.51435,-0.49555,1.178,-0.37333
